UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2019,39,4384209,2196536,2187673,1667119,1610287,294685,321977,30897,28687,150610,169769,7112,6457,46113,50496,1706908,1653751,311415,341865,47933,46794,168884,189507,12275,11872,1720400,1749093,1246674,1225253,273079,299014,15631,16047,145934,165293,4939,4816,34143,38670,1275873,1258265,284644,313463,26913,28701,161162,182029,9018,9158,476136,438580,420445,385034,21606,22963,15266,12640,4676,4476,2173,1641,11970,11826,431035,395486,26771,28402,21020,18093,7722,7478,3257,2714
R,7,2019,40,4105709,2047068,2058641,1556762,1516338,271455,301835,28388,26508,141785,161388,6233,5835,42445,46737,1593302,1556509,286787,319993,44007,43430,158611,179706,11031,10777,1613677,1649288,1173448,1157366,251861,280218,14695,14632,137640,157226,4389,4290,31644,35556,1200421,1187705,262501,293197,25080,26367,151846,172763,8184,8256,433391,409353,383314,358972,19594,21617,13693,11876,4145,4162,1844,1545,10801,11181,392881,368804,24286,26796,18927,17063,6765,6943,2847,2521
R,7,2019,41,4019958,2001546,2018412,1529744,1493598,260988,291153,27512,26356,136637,156807,5989,5538,40676,44960,1564620,1532056,275462,308445,42698,43022,152908,174464,10353,10209,1572098,1611092,1148852,1135373,242153,270374,14127,14552,132568,152563,4273,4106,30125,34124,1174373,1164305,252122,282684,24227,26124,146190,167560,7712,7869,429448,407320,380892,358225,18835,20779,13385,11804,4069,4244,1716,1432,10551,10836,390247,367751,23340,25761,18471,16898,6718,6904,2641,2340
R,7,2019,42,3974312,1972321,2001991,1508693,1481493,255766,288287,27451,26032,135523,157073,5853,5566,39035,43540,1542286,1518638,269561,304835,42308,42418,150907,174178,10155,10232,1550709,1595777,1134392,1123226,237685,267812,14311,14707,131329,152943,4120,4073,28872,33016,1158939,1151139,247019,279560,24327,26166,144194,167350,7489,7784,421612,406214,374301,358267,18081,20475,13140,11325,4194,4130,1733,1493,10163,10524,383347,367499,22542,25275,17981,16252,6713,6828,2666,2448
R,7,2019,43,3853638,1912750,1940888,1460818,1437192,246173,276770,26486,25077,136396,155896,5440,5246,37437,40707,1493032,1471840,258975,292040,40874,40649,151351,171974,9613,9542,1500477,1541681,1094121,1084316,228715,256916,13637,13851,132427,151801,3908,3843,27669,30954,1117654,1110415,237288,267751,23304,24804,145020,165413,7202,7295,412273,399207,366697,352876,17458,19854,12849,11226,3969,4095,1532,1403,9768,9753,375378,361425,21687,24289,17570,15845,6331,6561,2411,2247
R,7,2019,44,3966944,1972535,1994409,1511151,1481443,252586,283598,26563,25508,140972,159272,5670,5082,35593,39506,1541449,1515014,264678,298110,40547,40718,155173,174995,9664,9178,1557238,1593558,1139933,1125401,235714,264629,13695,14253,137008,155297,4116,3767,26772,30211,1162447,1150790,244095,274887,23249,24981,149128,168788,7335,7069,415297,400851,371218,356042,16872,18969,12868,11255,3964,3975,1554,1315,8821,9295,379002,364224,20583,23223,17298,15737,6045,6207,2329,2109
R,7,2019,45,3836998,1899984,1937014,1456306,1439584,241689,274568,25776,24525,137325,155678,5133,4981,33755,37678,1485017,1471406,253030,288362,39181,39292,150824,170592,8955,8982,1506427,1550888,1103733,1095736,226107,256529,13350,13882,133793,151947,3775,3687,25669,29107,1125336,1120037,233987,266473,22699,24506,145388,164784,6882,6922,393557,386126,352573,343848,15582,18039,12426,10643,3532,3731,1358,1294,8086,8571,359681,351369,19043,21889,16482,14786,5436,5808,2073,2060
R,7,2019,46,3888073,1919051,1969022,1470547,1463697,247782,282403,25354,24889,136868,155996,5092,4884,33408,37153,1498871,1495031,258655,295847,38829,39722,150327,170744,8831,8767,1534126,1587191,1125379,1123471,232626,264768,13433,14208,133361,152222,3775,3663,25552,28859,1146806,1147526,240197,274512,22920,25042,145011,164934,6805,6821,384925,381831,345168,340226,15156,17635,11921,10681,3507,3774,1317,1221,7856,8294,352065,347505,18458,21335,15909,14680,5316,5810,2026,1946
R,7,2019,47,4056429,2004872,2051557,1549125,1538832,256035,290937,25803,24897,135663,154822,5032,4845,33214,37224,1577161,1570200,266681,304067,39656,40265,148791,169341,8783,8807,1624261,1674436,1207512,1202372,241198,273722,13981,14473,132113,151228,3727,3607,25730,29034,1228961,1226559,248785,283209,24014,25794,143482,163854,6777,6852,380611,377121,341613,336460,14837,17215,11822,10424,3550,3594,1305,1238,7484,8190,348200,343641,17896,20858,15642,14471,5309,5487,2006,1955
R,7,2019,48,4280947,2113987,2166960,1651755,1643739,264820,303481,26123,25786,132172,150864,5046,4932,34071,38158,1680609,1675891,275633,316802,40671,41870,145419,165419,8989,9160,1736980,1792391,1313384,1310037,250130,286218,14574,15092,128601,147271,3728,3701,26563,30072,1335657,1335112,257809,295971,25267,27221,140075,159862,6941,7195,377007,374569,338371,333702,14690,17263,11549,10694,3571,3593,1318,1231,7508,8086,344952,340779,17824,20831,15404,14649,5344,5557,2048,1965
R,7,2019,49,4327992,2144741,2183251,1680416,1664166,267120,300454,26215,25518,132283,151191,5190,5064,33517,36858,1708729,1694996,277700,313166,40698,41430,145054,165278,9196,9257,1766197,1815115,1340900,1335617,252231,283803,14403,15290,128761,147532,3893,3861,26009,29012,1362604,1359643,259731,293134,25029,27260,139768,159629,7206,7322,378544,368136,339516,328549,14889,16651,11812,10228,3522,3659,1297,1203,7508,7846,346125,335353,17969,20032,15669,14170,5286,5649,1990,1935
R,7,2019,50,4094418,2023907,2070511,1593194,1587168,246455,278825,24797,24075,123878,141874,4694,4757,30889,33812,1619362,1615514,255810,290116,38614,39211,135594,154534,8244,8508,1673157,1727288,1278175,1280835,232752,263233,14065,14476,120710,138518,3533,3596,23922,26630,1298239,1302940,239227,271371,24255,25956,130845,149498,6448,6700,350750,343223,315019,306333,13703,15592,10732,9599,3168,3356,1161,1161,6967,7182,321123,312574,16583,18745,14359,13255,4749,5036,1796,1808
R,7,2019,51,4002526,1975867,2026659,1554263,1551214,246711,279750,24048,23464,117346,135494,4557,4629,28942,32108,1578555,1577885,255421,290426,37290,38060,128273,147393,7923,8472,1635048,1692736,1248316,1252630,233059,264547,13547,14409,114330,132381,3394,3508,22402,25261,1266850,1273351,239069,272230,23426,25578,123756,142649,6195,6713,340819,333923,305947,298584,13652,15203,10501,9055,3016,3113,1163,1121,6540,6847,311705,304534,16352,18196,13864,12482,4517,4744,1728,1759
R,7,2019,52,4000400,1967937,2032463,1559562,1569228,243732,278973,23377,23419,108759,125184,4561,4565,27946,31094,1583038,1595071,252033,289537,36489,37891,119041,136209,7910,8194,1642395,1710666,1266794,1281596,230937,264195,13618,14682,105822,122221,3432,3471,21792,24501,1284870,1301704,236680,271844,23479,25780,114708,131736,6256,6522,325542,321797,292768,287632,12795,14778,9759,8737,2937,2963,1129,1094,6154,6593,298168,293367,15353,17693,13010,12111,4333,4473,1654,1672
R,7,2019,53,4067623,2000500,2067123,1582156,1594119,252349,287865,23804,23744,110048,126064,4461,4494,27682,30837,1605121,1619682,260608,297995,37121,38541,120014,136983,7844,8129,1678476,1749903,1292901,1310663,239266,273319,14026,15087,107251,123037,3408,3503,21624,24294,1310572,1330563,244959,280591,24234,26555,115825,132399,6243,6528,322024,317220,289255,283456,13083,14546,9778,8657,2797,3027,1053,991,6058,6543,294549,289119,15649,17404,12887,11986,4189,4584,1601,1601
R,7,2019,54,4304917,2114085,2190832,1680258,1700791,264276,300825,24696,24938,111664,127702,4698,4754,28493,31822,1704033,1727094,272474,311189,38638,40494,121904,138703,8181,8525,1790720,1870823,1389600,1414578,251316,286174,14991,16324,108815,124726,3654,3739,22344,25282,1407987,1435222,257007,293698,25612,28555,117705,134194,6560,6898,323365,320009,290658,286213,12960,14651,9705,8614,2849,2976,1044,1015,6149,6540,296046,291872,15467,17491,13026,11939,4199,4509,1621,1627
R,7,2019,55,4373694,2137150,2236544,1708967,1746801,259936,298774,24377,24929,111137,129750,4394,4601,28339,31689,1732545,1772980,267948,308581,38654,40866,121156,140748,7881,8382,1830940,1926873,1434010,1470058,247403,284458,15156,16346,108467,126979,3424,3615,22480,25417,1452487,1490756,253024,291591,26301,29105,117160,136518,6346,6803,306210,309671,274957,276743,12533,14316,9221,8583,2670,2771,970,986,5859,6272,280058,282224,14924,16990,12353,11761,3996,4230,1535,1579
R,7,2019,56,4359755,2124525,2235230,1703048,1752591,254704,293865,23842,24445,110952,128529,4193,4470,27786,31330,1726189,1778326,262313,303677,37886,40419,120821,139144,7520,8168,1834965,1939133,1442772,1488032,243021,280467,15090,16242,108372,125714,3290,3550,22420,25128,1461254,1508416,248414,287589,26265,29035,117030,134888,6149,6667,289560,296097,260276,264559,11683,13398,8752,8203,2580,2815,903,920,5366,6202,264935,269910,13899,16088,11621,11384,3791,4256,1371,1501
R,7,2019,57,4340608,2110734,2229874,1705135,1762376,249609,290107,23166,24249,101284,117925,4280,4423,27260,30794,1727926,1787647,256906,299731,37087,40234,110917,128245,7631,8080,1833381,1945923,1455702,1508360,238461,277589,14873,16307,98890,115269,3435,3517,22020,24881,1473937,1528553,243635,284612,26022,29266,107303,124220,6275,6589,277353,283951,249433,254016,11148,12518,8293,7942,2394,2656,845,906,5240,5913,253989,259094,13271,15119,11065,10968,3614,4025,1356,1491
R,7,2019,58,4384207,2124845,2259362,1725119,1793218,247963,290845,22626,24126,97973,116901,4098,4206,27066,30066,1747664,1817885,255127,299927,36728,40107,107484,126914,7346,7768,1860908,1985658,1487925,1548230,237435,278575,14685,16700,95602,114318,3274,3396,21987,24439,1506026,1568041,242559,285287,26037,29733,103940,123001,6021,6387,263937,273704,237194,244988,10528,12270,7941,7426,2371,2583,824,810,5079,5627,241638,249844,12568,14640,10691,10374,3544,3913,1325,1381
R,7,2019,59,4412827,2141793,2271034,1731476,1794586,253702,295739,22982,24172,102588,122332,4136,4210,26909,29995,1754011,1819064,260715,305039,36995,40070,112061,132235,7361,7747,1877138,1998677,1493636,1550849,242990,283556,14999,16765,100250,119767,3320,3403,21943,24337,1511826,1570447,248017,290434,26330,29728,108613,128313,6052,6387,264655,272357,237840,243737,10712,12183,7983,7407,2338,2565,816,807,4966,5658,242185,248617,12698,14605,10665,10342,3448,3922,1309,1360
R,7,2019,60,4251134,2052172,2198962,1668689,1748114,238528,281852,20990,22665,94961,114484,3816,3855,25188,27992,1689668,1771170,245053,290181,34404,37944,103735,123543,6701,7020,1814185,1948980,1454774,1524209,228885,270639,13939,15825,92829,112143,3088,3155,20670,23009,1471866,1542976,233594,276825,24893,28483,100540,120067,5534,5871,237987,249982,213915,223905,9643,11213,7051,6840,2132,2341,728,700,4518,4983,217802,228194,11459,13356,9511,9461,3195,3476,1167,1149
R,7,2019,61,4213365,2027279,2186086,1654901,1746845,229419,271973,20081,21978,94884,114395,3596,3770,24398,27125,1675205,1769038,235724,280123,33185,36918,103290,123130,6411,6789,1805317,1948184,1455513,1533633,220206,261252,13616,15629,92912,112284,2927,3064,20143,22322,1472128,1551718,224777,267340,24442,27992,100379,119899,5312,5644,221962,237902,199388,213212,9213,10721,6465,6349,1972,2111,669,706,4255,4803,203077,217320,10947,12783,8743,8926,2911,3231,1099,1145
R,7,2019,62,4153798,1989784,2164014,1629434,1732046,222625,269749,19780,21296,90990,111094,3522,3562,23433,26267,1648874,1753624,228764,277545,32622,36245,98870,119081,6186,6553,1777558,1933509,1438914,1525360,213884,259365,13302,15137,89108,109066,2899,2910,19451,21671,1454896,1542948,218387,265190,23956,27645,96146,116010,5204,5462,212226,230505,190520,206686,8741,10384,6478,6159,1882,2028,623,652,3982,4596,193978,210676,10377,12355,8666,8600,2724,3071,982,1091
R,7,2019,63,3993205,1904228,2088977,1560323,1671646,210461,257887,18505,20502,89553,110263,3176,3440,22210,25239,1578848,1692300,216168,265387,30633,34834,96941,118076,5756,6232,1703596,1868438,1380269,1473866,202193,247990,12433,14798,87751,108181,2602,2872,18348,20731,1395430,1490646,206295,253516,22450,26776,94310,114959,4821,5233,200632,220539,180054,197780,8268,9897,6072,5704,1802,2082,574,568,3862,4508,183418,201654,9873,11871,8183,8058,2631,3117,935,999
R,7,2019,64,3948632,1877845,2070787,1544536,1663312,203025,250291,17830,19520,88030,110233,3050,3363,21374,24068,1562198,1682952,208529,257432,29728,33049,95099,117758,5553,6115,1685066,1856988,1370837,1470713,195119,241119,12312,14159,86362,108338,2528,2779,17908,19880,1385502,1486692,199180,246437,22337,25490,92676,114943,4698,5155,192779,213799,173699,192599,7906,9172,5518,5361,1668,1895,522,584,3466,4188,176696,196260,9349,10995,7391,7559,2423,2815,855,960
R,7,2019,65,3772844,1782235,1990609,1475755,1608268,185790,235453,16235,18191,82138,103269,2772,3120,19545,22308,1492099,1626431,190728,242044,27408,31124,88395,109915,4895,5694,1608752,1793781,1319295,1430667,178533,227115,11407,13369,80732,101524,2321,2571,16464,18535,1332954,1445566,182154,232035,20923,24294,86317,107378,4185,4809,173483,196828,156460,177601,7257,8338,4828,4822,1406,1745,451,549,3081,3773,159145,180865,8574,10009,6485,6830,2078,2537,710,885
R,7,2019,66,3615850,1702259,1913591,1416948,1554368,170882,219582,15113,16903,78462,98761,2656,2902,18198,21075,1432095,1571634,175345,225656,25478,29176,84349,105125,4707,5296,1542181,1729562,1272485,1388022,164350,211721,10688,12523,77067,97198,2239,2424,15352,17674,1285156,1402317,167624,216341,19529,22978,82328,102788,4031,4514,160078,184029,144463,166346,6532,7861,4425,4380,1395,1563,417,478,2846,3401,146939,169317,7721,9315,5949,6198,2021,2337,676,782
R,7,2019,67,3461413,1625658,1835755,1360552,1496314,158555,207583,13737,15781,73562,94140,2492,2756,16760,19181,1374453,1512040,162724,213038,23464,27189,78848,99737,4475,4950,1478342,1665029,1227221,1341974,152631,200229,9855,11723,72309,92654,2119,2327,14207,16122,1238908,1355028,155746,204368,18161,21511,77054,97583,3841,4223,147316,170726,133331,154340,5924,7354,3882,4058,1253,1486,373,429,2553,3059,135545,157012,6978,8670,5303,5678,1794,2154,634,727
R,7,2019,68,3342834,1562284,1780550,1306989,1448783,154251,204643,13289,15133,69603,91135,2285,2529,15867,18327,1320183,1463730,158179,210047,22681,26125,74450,96345,4106,4617,1420849,1616236,1178823,1300276,148550,197637,9631,11154,68428,89639,1962,2141,13455,15389,1189914,1312656,151477,201777,17695,20585,72759,94183,3573,3943,141435,164314,128166,148507,5701,7006,3658,3979,1175,1496,323,388,2412,2938,130269,151074,6702,8270,4986,5540,1691,2162,533,674
R,7,2019,69,3251426,1519365,1732061,1267017,1406021,148778,197235,12899,14442,72941,94204,2349,2516,15381,17643,1279758,1420336,152613,202417,22064,24870,77622,99407,4133,4592,1384538,1572729,1144863,1261755,143279,190330,9458,10864,71846,92805,1972,2147,13120,14828,1155660,1273644,146189,194270,17329,19820,76028,97347,3565,3960,134827,159332,122154,144266,5499,6905,3441,3578,1095,1399,377,369,2261,2815,124098,146692,6424,8147,4735,5050,1594,2060,568,632
R,7,2019,70,3135014,1460690,1674324,1230055,1373928,135427,181992,12005,13449,66830,86016,2245,2422,14128,16517,1241807,1387500,138810,186727,20475,23472,71108,90600,3900,4267,1337807,1528196,1118539,1241276,130591,175869,8844,10147,65791,84817,1914,2065,12128,14022,1128565,1252699,133146,179497,16229,18883,69607,88842,3363,3673,122883,146128,111516,132652,4836,6123,3161,3302,1039,1199,331,357,2000,2495,113242,134801,5664,7230,4246,4589,1501,1758,537,594
R,7,2019,71,3083271,1435502,1647769,1218944,1365032,126579,171582,11192,12704,63325,80326,2006,2229,13456,15896,1230174,1378157,129847,176000,19331,22334,67266,84764,3553,4034,1318806,1507658,1112864,1237712,121997,165822,8348,9630,62385,79145,1710,1898,11502,13451,1122369,1248684,124503,169201,15400,17984,65895,83048,3095,3483,116696,140111,106080,127320,4582,5760,2844,3074,940,1181,296,331,1954,2445,107805,129473,5344,6799,3931,4350,1371,1716,458,551
R,7,2019,72,3191829,1483874,1707955,1280973,1441673,117996,161241,11191,12323,58416,74960,1881,1941,13417,15817,1292252,1454859,121158,165620,19556,22181,62122,79178,3411,3632,1374538,1574188,1181386,1319815,113912,155834,8443,9496,57581,73834,1618,1652,11598,13557,1191093,1331010,116359,159263,15836,18138,60830,77558,2960,3157,109336,133767,99587,121858,4084,5407,2748,2827,835,1126,263,289,1819,2260,101159,123849,4799,6357,3720,4043,1292,1620,451,475
R,7,2019,73,2334191,1074873,1259318,912536,1043258,92165,129283,8399,9711,49944,63116,1686,1752,10143,12198,921041,1053343,94593,132634,14423,16881,52989,66683,2914,3199,981959,1142145,827880,936672,88531,124300,6156,7289,49257,62167,1457,1510,8678,10207,835130,945023,90335,126800,11403,13411,51975,65285,2535,2793,92914,117173,84656,106586,3634,4983,2243,2422,687,949,229,242,1465,1991,85911,108320,4258,5834,3020,3470,1014,1398,379,406
R,7,2019,74,2282672,1044220,1238452,888159,1027927,89290,127106,7941,9357,47607,60708,1442,1661,9781,11693,896367,1037607,91589,130301,13797,16271,50465,64081,2691,3064,956872,1128030,808452,927055,86024,122668,5901,7125,46896,59829,1236,1423,8363,9930,815402,935207,87748,125090,10997,13136,49444,62792,2345,2665,87348,110422,79707,100872,3266,4438,2040,2232,711,879,206,238,1418,1763,80965,102400,3841,5211,2800,3135,1021,1289,346,399
R,7,2019,75,2197748,998201,1199547,855546,1005638,81463,117272,7298,8662,43752,55406,1342,1455,8800,11114,862945,1014845,83461,120374,12585,15380,46323,58452,2455,2786,920473,1097394,784507,912171,78453,113351,5485,6592,43207,54572,1176,1260,7645,9448,790891,919939,80008,115733,10176,12434,45503,57257,2172,2442,77728,102153,71039,93467,3010,3921,1813,2070,545,834,166,195,1155,1666,72054,94906,3453,4641,2409,2946,820,1195,283,344
R,7,2019,76,2222302,1003758,1218544,869775,1033268,77096,114629,6753,8177,40579,50457,1168,1336,8387,10677,876864,1042186,79004,117532,11949,14723,42875,53301,2181,2554,931508,1120884,803637,944170,74320,110588,5210,6215,40012,49718,1033,1144,7296,9049,809811,951677,75773,112745,9850,11954,42037,52192,1923,2232,72250,97660,66138,89098,2776,4041,1543,1962,567,739,135,192,1091,1628,67053,90509,3231,4787,2099,2769,838,1109,258,322
R,7,2019,77,1910947,854801,1056146,735173,888609,67442,101342,5981,7194,37800,48581,1012,1224,7393,9196,741347,896273,69161,103782,10524,12802,39917,51105,1880,2246,790394,968892,676153,808567,64975,98042,4630,5469,37333,47907,880,1020,6423,7887,681491,815082,66313,99919,8658,10392,39220,50138,1645,1941,64407,87254,59020,80042,2467,3300,1351,1725,467,674,132,204,970,1309,59856,81191,2848,3863,1866,2410,697,967,235,305
R,7,2019,78,1720403,759927,960476,651800,805356,60552,94658,5402,6585,34644,44345,954,1052,6575,8480,657342,812401,62033,96927,9396,11708,36563,46755,1750,2060,700769,878848,597571,730377,58315,91517,4158,5110,34212,43728,844,891,5669,7225,602325,736346,59424,93253,7681,9578,35917,45836,1547,1778,59158,81628,54229,74979,2237,3141,1244,1475,432,617,110,161,906,1255,55017,76055,2609,3674,1715,2130,646,919,203,282
R,7,2019,79,1599424,701020,898404,598612,750890,56877,89907,5050,6215,33412,42378,897,1093,6172,7921,603788,757477,58288,92065,8691,10953,35316,44594,1641,2005,644851,820231,547153,679219,54774,86824,3847,4773,32964,41788,767,895,5346,6732,551629,684768,55845,88462,7047,8890,34666,43737,1436,1695,56169,78173,51459,71671,2103,3083,1203,1442,448,590,130,198,826,1189,52159,72709,2443,3603,1644,2063,650,857,205,310
R,7,2019,80,1474935,643443,831492,553169,700678,50060,79625,4259,5490,29856,37634,743,987,5356,7078,557701,706573,51280,81502,7452,9709,31453,39643,1387,1852,592519,759785,506417,634762,48093,76817,3231,4242,29492,37094,641,844,4645,6026,510317,639770,49029,78223,6049,7927,30920,38854,1231,1590,50924,71707,46752,65916,1967,2808,1028,1248,364,540,102,143,711,1052,47384,66803,2251,3279,1403,1782,533,789,156,262
R,7,2019,81,1381382,593477,787905,511128,664490,45340,75425,3906,5235,27432,35421,686,898,4985,6436,515328,669841,46482,77183,6883,8975,28924,37282,1250,1663,546841,720595,468185,602730,43643,72735,3034,4022,27099,34940,579,730,4301,5438,471788,607217,44501,74067,5659,7272,28429,36561,1069,1394,46636,67310,42943,61760,1697,2690,872,1213,333,481,107,168,684,998,43540,62624,1981,3116,1224,1703,495,721,181,269
R,7,2019,82,1240760,525519,715241,452179,602922,40305,68555,3409,4564,24609,32452,628,810,4389,5938,455938,607895,41313,70141,5966,8010,25974,34173,1119,1530,483443,653711,413480,546325,38697,66161,2611,3484,24309,31977,541,678,3805,5086,416725,550551,39450,67376,4888,6504,25533,33504,974,1318,42076,61530,38699,56597,1608,2394,798,1080,300,475,87,132,584,852,39213,57344,1863,2765,1078,1506,441,669,145,212
R,7,2019,83,1150775,480017,670758,413444,565250,37025,65117,3049,4266,22044,30033,535,703,3920,5389,416735,569722,37918,66604,5296,7451,23288,31564,1026,1291,441386,613419,377792,512422,35578,62947,2350,3265,21783,29620,466,594,3417,4571,380657,516191,36247,64079,4345,6027,22905,30958,903,1116,38631,57339,35652,52828,1447,2170,699,1001,261,413,69,109,503,818,36078,53531,1671,2525,951,1424,383,606,123,175
R,7,2019,84,1067248,436287,630961,376868,533597,32948,60113,2738,3935,19747,27615,496,643,3490,5058,379820,537779,33734,61438,4737,6886,20825,29092,954,1236,401043,576846,344242,483708,31694,58068,2120,2971,19498,27218,434,538,3055,4343,346818,487272,32309,59091,3911,5574,20457,28521,841,1055,35244,54115,32626,49889,1254,2045,618,964,249,397,62,105,435,715,33002,50507,1425,2347,826,1312,368,571,113,181
R,7,2019,85,921813,370804,551009,320243,465729,27845,52582,2231,3279,17064,24358,453,574,2968,4487,322771,469512,28504,53787,3903,5838,18028,25733,812,1093,340937,504422,292569,422746,26831,50824,1686,2476,16868,24010,388,499,2595,3867,294773,425997,27339,51745,3172,4728,17729,25225,713,955,29867,46587,27674,42983,1014,1758,545,803,196,348,65,75,373,620,27998,43515,1165,2042,731,1110,299,508,99,138
R,7,2019,86,856266,337198,519068,292384,440002,24599,48201,2018,3046,15195,23305,381,496,2621,4018,294625,443349,25186,49253,3473,5360,16066,24493,691,1006,311106,476594,268233,400681,23664,46647,1562,2352,15010,23007,333,430,2304,3477,270193,403561,24121,47475,2864,4400,15796,24064,610,889,26092,42474,24151,39321,935,1554,456,694,185,298,48,66,317,541,24432,39788,1065,1778,609,960,270,429,81,117
R,7,2019,87,778359,299625,478734,261591,408812,20638,42528,1684,2704,13097,20552,336,440,2279,3698,263537,411918,21148,43525,2937,4823,13856,21599,639,892,276034,439911,239609,372873,19897,41120,1271,2063,12937,20287,294,385,2026,3183,241338,375524,20310,41913,2389,3925,13630,21216,567,772,23591,38823,21982,35939,741,1408,413,641,160,265,42,55,253,515,22199,36394,838,1612,548,898,226,383,72,120
R,7,2019,88,702651,263953,438698,231615,376638,17336,37343,1395,2341,11341,18737,297,396,1969,3243,233295,379339,17773,38243,2497,4202,11994,19680,546,783,242951,403463,212030,343966,16686,36114,1040,1750,11223,18518,261,341,1711,2774,213487,346259,17022,36807,2010,3373,11807,19344,479,692,21002,35235,19585,32672,650,1229,355,591,118,219,36,55,258,469,19808,33080,751,1436,487,829,187,336,67,91
R,7,2019,89,635584,232441,403143,203354,345610,15433,34539,1329,2156,10324,17498,265,379,1736,2961,204827,348089,15823,35336,2299,3867,10887,18353,482,723,213784,370926,185966,315636,14827,33469,990,1643,10231,17298,240,323,1530,2557,187264,317769,15141,34074,1847,3164,10739,18056,433,627,18657,32217,17388,29974,606,1070,339,513,93,200,25,56,206,404,17563,30320,682,1262,452,703,148,297,49,96
R,7,2019,90,535932,190992,344940,167736,296824,12239,29083,1037,1632,8333,14562,206,327,1441,2512,168943,298917,12575,29785,1872,3091,8778,15253,392,632,175977,318382,153768,272166,11762,28148,782,1225,8239,14394,181,285,1245,2164,154806,273953,12019,28708,1524,2509,8626,15003,339,555,15015,26558,13968,24658,477,935,255,407,94,168,25,42,196,348,14137,24964,556,1077,348,582,152,250,53,77
R,7,2019,91,466780,160753,306027,141462,264311,10028,25095,848,1497,7068,12647,147,259,1200,2218,142484,266155,10290,25693,1500,2770,7471,13280,307,554,148478,283422,129995,243359,9649,24285,644,1120,7006,12502,127,220,1057,1936,130893,244952,9863,24760,1223,2257,7375,13069,271,477,12275,22605,11467,20952,379,810,204,377,62,145,20,39,143,282,11591,21203,427,933,277,513,96,211,36,77
R,7,2019,92,393702,131517,262185,115494,226641,8265,21400,672,1302,5961,10774,116,209,1009,1859,116353,228211,8506,21896,1243,2374,6271,11298,232,434,121855,243733,106423,209563,7989,20713,536,990,5913,10653,102,180,892,1634,107182,210936,8184,21111,1044,1953,6194,11121,206,381,9662,18452,9071,17078,276,687,136,312,48,121,14,29,117,225,9171,17275,322,785,199,421,77,177,26,53
R,7,2019,93,320322,103256,217066,90464,187294,6579,17902,514,1030,4826,9084,92,196,781,1560,91125,188595,6772,18337,962,1914,5064,9516,185,388,95483,201730,83228,173048,6335,17377,388,784,4777,8984,82,168,673,1369,83798,174187,6479,17730,782,1576,4984,9369,159,342,7773,15336,7236,14246,244,525,126,246,49,100,10,28,108,191,7327,14408,293,607,180,338,80,147,26,46
